Агрегат;Unit
Агрегаты;Units
Процент_площади;Square %
Процент_площади_2;Square percent
Технологии;Technologies
Технология;Technology
Циклы;Series
Норма_внесения;Norm
Создать_задание_в_глонаш;"Create task in ""Glonash"""
Задание_глонаш;"Task ""Glonash"""
Ошибка_деления_поля_из_за_геометрии_поля;Field division error due to incorrect field polygon geometry
Загружено_записей;Uploads records
Сохранить_kml;Save as .kml
Сохранить_shp;Save as .shp
Сведения_о_занятой_технике;Busy machines report
АПК_411;411 APK
АПК_412;412 APK
Путевой_лист;Waybill
Добавить_прицепщика;Add supporting work
Владелец;Owner
Предупреждение;Warning
Ошибка_загрузки_справочника;Error loading directory
Суммарную_площадь_полей_рассчитывать_по;The total square of fields is calculated by
Единицы;Units
ОКПО;Okpo
Подписанты;Signers
ФИО;Full name
Продолжительность_соответствия_значений_для_срабатывания_тревоги_в_часах;Value matching duration for trigger an alarm (in hours)
Метеостанция;Weather station
Список_выбранных_датчиков_пуст;The list of selected sensors is empty.
макс;max
Упс;Oops, something went wrong. We apologize to you.
Сглаживать;Smooth
Экспорт_NDVI;NDVI export
Имя_файла;File name
Ошибка_при_чтение_файла;Error reading a file
Добавление;Adding
пестицида;pesticide
Системная;System
Пестициды;Pesticides
Отчет_по_кадастрам_с_арендой;Report of cadasters with rent
N_пп;№
Время_работы_агрегата_в_сутки_ч;Working time, h
Ед_ца_изм;Unit of measure
Кол_во_требуемых_агрегатов_плановое_шт;Number of required units planned, pcs
Кол_во_требуемых_агрегатов_расчетное_шт;Number of required units calculated, pcs
Механизаторы_Водители;Drivers
Наименование_технологической_операции;Techmap name
Норма_вырабоки_за_смену_га;Norm per shift, ha
Нормативная_продолжительность_работ_дни;Duration by norm, days
Окончание_плановое;End planned
Окончание_по_технологии;End by technology
Потребность_в_персонале_для_выполнения_объема_работ;Staff requirement
Разнорабочие;Workers
Сельхозмашина;Agroinstrument
Средства_механизации;Mechanization
Сроки_проведения_работ;Operation dates
Смотреть;View
Рассчитать_взаимные_перекрытия;Calculate mutual overlap
Дата_начала_работ;Begin date
Дата_отчета;Report date
Отчет_о_полевых_работах;Field work report
Сохранено;Saved
Детальный;Detailed
Итоговый;Summary
Отчет_выполненных_работ_с_планом;Report of completed work with the plan
Разделить_для_текущего_года;Divide for current year
Разделить_для_текущего_и_последующих_лет;Divide for current and next years
Раскрасить_треки_по_скорости;Colorize the tracks by speed
Длина_строки_не_должна_превышать_1_символов;The line length must not exceed {1} characters
Зав_N;Zav №
Начало_посева;Begin of seeding
Окончание_посева;End of seeding
Площадь_посева_единицы;Seeding area of aggregate
Прицепное;Instrument
Механизатор;Machine operator
Дата_посева;Date of sowing
Площадь_посева;Square of sowing
Рекомендуемые_сроки;Recommended dates
Путевые_листы_из_эксель;Waybills from excel
Сезонный;Seasonal
Объект;Object
Описание_признака_отображения_пина;If this option is set, the object on the map is displayed as a pin, depending on the selected category, otherwise the object is displayed in the standard form.
Описание_признака_сезонности;If this checkbox is checked, then the object is considered seasonal and will not be copied automatically to the following year
Описание_смены_сезонности;Are you sure you want to establish a sign of seasonality? If this object was copied from season to season its connection with other years will be lost
Копирование_объектов;Copy objects
Заводской_номер;Serial number
Культуры_предшественники;Predecessor crops
Отчет_по_выполнению_плана_из_техкарт;Techmaps realization report
Факт;Fact
Дата_факта;Date of fact
Скачать_все_путевые_листы;Download all waybills
Скачать_все_формы_412;Download all 412
группу;group
Группы_причин_тревог;Alert reason groups
Группа;Group
Отчет_по_индексу_NDVI;NDVI index report
Есть_факт;There is a fact
Нет_факта;No fact
Время_до_сброса_метки_орудия;Time to reset gun mark
Время_до_сброса_метки_пользователя;Time to reset user mark
Минимальное_количество_поворотов_для_выделения_операции;Minimum number of turns to highlight operation
Минимум_обработанной_площади_для_выделения_операции;Minimum cultivated area for operation allocation(%)
Минимальное_время_метки_орудия;Minimum gan mark time
Минимальное_время_метки_пользователя;Minimum user mark time
Выгрузить_участки;Export field sections
Выгрузить_фигуры;Export figures
Степень_фильтрации;Degree of filtration
Группы_оповещений_о_тревогах;Alert notification groups
Группа_оповещений_о_тревогах;Alert notification group
NDVI_и_метео_можно_загружать_только_за_текущий_или_прошлые_года;One can load NDVI and meteo only for current or past years
Расчет_зон_трека;Calculate tracks areas
Все_значения_в_одной_строке;All values in single row
Отдельная_строка_для_каждого_значения;One row for each value
Формат;Format
Права;Rights
Страницы;Pages
Закрепленный_исполнитель;Assigned performer
Данные_для_уборки;Harvest Data
Заполнять_данные_для_уборки;Fill in harvest data
Обновить_данные_для_операций_со_статусом_завершена;Refresh data for transactions with status completed
Моточасы;Engine work hours
Расчет_моточасов;Calculate engine work hours
Обновить_данные_по_моточасам_для_операций_со_статусом_завершена;Update engine work hours data for operations with status completed
Отчет_по_пользователям;Users report
Трек_загружается;Track is loading
Трек_загружен;Track uploaded
Трек_не_загружен;Track not loaded
Трек_отсутствует;No track
Отчет_собранный_урожай_по_полям_за_день;"Report - ""Productivity fields per day"""
Наемное_ТС;Mercenary vehicle
Для_наемного_ТС;For hired vehicle
Отчёт_работа_по_технике;"Report - ""Work by technics"""
Для_некоторых_строк_данные_не_были_сохранены;"For some rows, the data was not saved because "
Не_указана_работа;Not set treatments type
Отчет_свод_по_работам;"Report - ""Work summary"""
Валидация_обязательное_поле;Required field
Валидация_только_положительные_числа;Positive only values are allowed
Валидация_только_числовое_значение;Numeric only values are allowed
Номер_реестра_водителя;Driver's registry number
Номер_талона;Talon number
Бахчевые;Gourds
Зерновые;Cereal
Картофель;Potatoes
Кормовые;Forage
Овощи;Vegetables
Прочие;Other
Свёкла;Beet
Максимальная_длина_1;Maximum_length_ {1}
Такой_код_культуры_уже_есть_в_списке;This culture code is already on the list.
Код_культуры;Code crop
Допустимый_период_монокультуры;Allowable Monoculture Period
Период_возврата_культуры;Crop Return Period
Отчет_по_заправкам;Refuellings report
Отчет_по_ткм_на_уборке;Ton-kilometers on harvest report
Груз;Goods
Отчет_по_сводке_полевых_работ_в_разрезе_механизаторов;Report on summary field work by machine operator
Норма_расхода_ГСМ_л_100_км;Rate of fuel consumption (l/100km)
Собрано_по_данным_взвешиваний;Collected from weighted
Влажность_почвы;Soil moisture
Карта_рельефа;Relief map
Отчет_по_активности_техники;Vehicle activity report
Надбавки;Allowances
Складской_учет;Inventory control
Отчёт_по_простоям;Report on downtime
Крытый_ток;CoveredTok
Мехток;Mehtok
Навес;Canopy
Элеватор;Elevator
Свой;Own
Чужой;Foreign
Принадлежность;Affiliation
Количество_культур;Number of crops
Мощность_приёмки;Receiving power
Суммарный_объем_хранения;Total storage capacity
Тип_принадлежности;Accessory type
Тип_склада;Stock type
день;day
Вместимость_мест_хранения;Storage space
Доступность;Availability
Вид_техники;Machine sub type
Виды_техники;Machine sub types
Самоходная;Self-propelled
Тип_техники;Machine type
Грузоподъемность_в_тоннах;Load capacity in tons
Дата_начала_использования;Start of use date
Код_1С;1C code
Коэффициент_технической_годности;Work percent
На_запчасти;For spare parts
На_продажу;For sale
Рабочая;Working
Срок_полезного_использования_в_месяцах;Useful life in months
Участие_в_уборке;Used in harvest
Карточка_учета_работы;Job accounting card
Доводить_учетную_площадь_при_расчетах_взаимных_перекрытий;Finish the accounting area when calculating cross-overlaps
Допустимое_отклонение_дней;Days lag possible
Количество_смен;Shifts count
Максимальное_опоздание_от_конца_агросрока_в_днях;Max days late
Необходимость_соблюдать_период_от_предыдущей_операции;Is days lag necessary
Период_от_предыдущей_операции_дней;Days lag
Штраф_за_невыполнение_операции_проценты_от_урожая;Penalty for not done (% of harvest)
Группа_операций;Operation group
Группы_операций;Operation groups
В_режиме_отладки_происходит_скачивание_файла_с_запросом_без_фактической_отправки_в_службу;In debug mode, the request file is downloaded without actually being sent to the service
Режим_отладки;Debug mode
Уменьшение_КТГ_в_год_процент;Decrease in CTG per year,%
Можно_переместить_в_другое_подразделение;Can be moved to a different department
Остаточная_стоимость_руб;Residual value, rub
Расходы_на_ремонт_руб_год;Repair costs, rub / year
Увеличение_затрат_на_ремонты_в_год_процент;Increase in repair costs per year,%
Оценка_качества_работ_агрономом;Аssessment of the quality of work by an agronomist
Сохранять_оценку_качества_работ_агрономом;Save agronomist quality control
Дата_и_время_начала_простоя;Start date and time (idle)
Дата_и_время_окончания_простоя;End date and time (idle)
Загружать_геометрию_из_частей_участка_subparcels_если_нет_других_координат;Load coords from sub parcels
Загружать_с_неверной_геометрией;Load invalid geometry
Отчет_оперативная_сводка_по_технике;"Report ""Operational summary by machines"""
Данные_для_датчика_0_не_были_добавлены;Data for sensor {0} was not added
Характеристика_операции;Operation property
Характеристики_операций;Operation properties
Функциональность_системы;System functionality
Вы_уверены;Are you sure?
для_подтверждения_введите;to confirm, enter
Отключение_данного_функционала_после_сохранения_настроек_приведёт_к_удалению_всех_характеристик_из_справочника;Disabling this feature after saving the settings will remove all operation properties
Группировать_по_участкам;Group by field sections
Отчёт_по_расходу_топлива_за_период;Fuel consumption report by period
Отчёт_по_работе_техники_на_полях_других_подразделений;Report work by techniks on other layers fields
Указанный_номер_терминала_занят_орудием;The specified terminal number is occupied by agroinstrument
Индивидуальный_налоговый_номер_должен_содержать_12_цифр;Individual tax number must contain 12 digits
В_работе;In work
Закрыто;Closed
Открыто;Opened
Количество_ездок_без_груза;Riders without load
Количество_ездок_с_грузом;Riders with load
Общий_пробег;Total mileage
Перевезено_тонн;Transported tons
Показания_спидометра_начальные;Speedometer readings start
Показания_спидометра_конечные;Speedometer readings end
Формат_даты_и_времени_при_обмене_с_браузером;MM.DD.YYYY H:mm:ss
Приблизить_прокруткой_колесика_мыши;Zoom in by scrolling the mouse wheel
Минимальное_напряжение;Minimum voltage
Увеличивать_фотографии_с_помощью_лупы;Zoom in on photos with a magnifying glass
Режим_работы;Operating mode
Режим_работы_службы_мониторинга;Monitoring service operation mode
Глонаш;Glonash
История_поля;Agrohistory
Упрощённый;Simplified
завершения;completion
Завершить;Complete
Комментарии;Comments
Передать;Transfer to
Новый;New
Отчёт_cевооборот_с_сортами;"Report - ""Crop rotation with varieties"""
Отчёт_по_оценке_качества_работ_агрономом;Agronomist work quality assessment report
Попытка_номер;Attempt number
Взять_в_работу;Take to work
Журнал_действий;Activity log
Идентификатор_из_глонаш;Identificator from Glonash
Создатель_осмотра;Fitoanalysis creator
Групповое_обновление;Bulk update
Отчёт_структура_землепользования;"Report - ""Land use structure"""
Время_тревоги;Alert time
Дата_и_время_начала;Start date and time
Дата_и_время_окончания;Date and time of completion
Применить_изменения_ко_всем_осмотрам_в_таблице;Apply changes to all inspections in the table
Закрытые;Closed
Включить_загрузку_спутниковых_снимков;Enable load images
Открытые;Open
Обновить_спутниковые_снимки_если_добавлены_поля;Update if fields added
Выберете_пользователя;Select user
Очистить_спутниковые_снимки;Clear images
Мои;My
Удаленный_сервер_вернул_ошибку;The remote server returned an error
Количество_семечек;Number of seeds
По_ДУТ;By the fuel level sensor
По_счётчику;By counter
Syncfield1c_SyncIgnoreReason_Дубликат_названия;Name duplicate
Syncfield1c_SyncIgnoreReason_Название_прочерк;Dash name
Syncfield1c_SyncIgnoreReason_Не_найдено_совпадение;No match
Syncfield1c_SyncIgnoreReason_Не_указано_подразделение;Subdivision is not specified
Syncfield1c_SyncIgnoreReason_Одно_и_то_же_название_указано_в_разных_подразделениях;Same field name in multiple subdivisions
Syncfield1c_SyncIgnoreReason_Пустой_Id;Empty Id
Syncfield1c_SyncIgnoreReason_Совпадающий_Id;Same Id
Отчет_по_заработной_плате_универсальный;Payroll universal report
Без_исполнителя;Without performer
Максимальное_значение_процента_облачности_при_котором_обрабатываются_значения_NDVI;Maximum cloud percentage value for processing NDVI values
Настройки_NDVI;NDVI settings
Описание_Максимальное_значение_процента_облачности;If the NDVI value is obtained when the cloud cover is higher than the specified threshold, then this value is discarded and does not participate in the display of the NDVI graph.
Размер_окна_для_алгоритма_сглаживания_на_предварительном_этапе;The window size for the smoothing algorithm at the preliminary stage
Размер_окна_для_фильтра_Савицкого_Голея;Window size for the Savitsky-goley filter
Сглаживать_графики_NDVI_перед_отображением;Smooth NDVI graphs before displaying
Степень_полинома_для_фильтра_Савицкого_Голея;Degree of the polynomial for the Savitsky-goley filter
Учитывать_облачность_при_построении_графиков_NDVI;Consider cloud cover when plotting NDVI charts
Элитные;Elite
Признак_элитных_семян;Elite seed trait
Грузовой;Cargo
Зерноуборочная_техника;Combine Harvesters
Кормоуборочная_техника;Forage Harvesters
Свеклоуборочная_техника;Beet Harvesters
Техника_для_внесения_семян;Seed Placement Tech
Техника_для_внесения_удобрений;Fertilization Tech
Техника_для_защиты_растений;Plant Protection Tech
Техника_для_обработки_почвы;Soil Processing Equipment
Отчёт_по_работе_агрономов;Agronomist report
для_NDVI;for NDVI
для_операций;for operations
для_осмотров;for objects view
Комментарий_к_фото;Photo comment
Выгружать_в_SAS;Upload to SAS
Зарастание_сорняками;Weed growth
Минимальный;Minimum
Наличие_просевов;The presence of sifting
Нарушение_технологии_обработки_почвы;Violation of soil cultivation technology
Распространение_мышевидных_грызунов;Distribution of murine rodents
Распространение_болезней;Disease spread
Распространение_вредителей;Pest spread
Химические_ожоги_пестицидами;Chemical burns with pesticides
Не_представляет_угрозы;Poses no threat
Степень_опасности;Danger degree
Отображать_только_элитные_семена;Display only elite seeds
Задания_на_осмотр;Inspection Tasks
Изменение_площади_подоперации;Changing the area of a suboperation
Учетная_площадь;Accounting area
Погрешность_работы_оборудования_телематики_в_метрах;Error of telematics equipment operation in meters
Восстановить;Restore
загружать_данные_при_открытии_мониторинга;Load data when opening monitoring
Дата_и_время_создания_задания;Date and time of task creation
Автор_задания;Task author
загрузить_трек;Load track
Срок_выполнения_задания;Deadline
Миниатюры;Miniatures
Отображать_фото_с_осмотров_в_таблице;Displaying Photo Thumbnails in Inspections
Назначается_другой_исполнитель;Assigned by Another Performer
Записи_не_найдены;No records found
Дата_последнего_комментария;Date of last comment
Путевой_лист_4-С;Waybill 4-C
Путевые_листы_4-С;Waybills 4-C
Скачать_все_путевые_листы_4-С;Download all waybills 4-C
Изменение_границ_кадастра;Changing the boundaries of the inventory
Изменять_статус_утверждено_у_подопераций;"Change the ""Approved"" status of suboperations"
Выберите_1С_участок;Select 1C field sector
Связывание_операций;Linking operations
Использовать_в_подоперациях_номера_внешних_путевых_листов;Use numbers of external waybills in sub-operations
Связывание_подопераций;Linking suboperations
Связанные_операции;Related Operations
Бульдозер;Bulldozer
Насосная_станция;Pumping station
Не_полностью_выполненная_работа;Incomplete work
Отчет_табель_учёта_выполненных_работ;"Report - ""Card of completed work"""
Выгружено_1С;Unloaded 1C
Интервал_работы_по_метке;Work interval by mark
копия;copy
Скопировано;Сopied
Ширина_орудия;Implement width
Зерно-бобовые;Grains and legumes
Бобовые;Legumes
Технические;Technical
Отчет_оперативная_сводка;"Report - ""Operational summary"""
Отчет_выполнение_работ_в_разрезе_техники;"Report - ""Execution of works by equipment"""
Сохранять_общее_количество;Save total amount
Время_на_которое_разрешен_выезд_с_участка;Time for which allowed exit from field section(sec.)
Невозможно_культура_участвует_в_севообороте;Impossible, the crop participates in the crop rotation.
Орудие_и_исполнитель;Equipment and executor
Передан_в_аренду_третьим_лицам;Leased to third parties
Собственность_аренда;Ownership-Rent
Карта_VARI;VARI map
Отчёт_производственный_план_на_день;"Report - ""Production plan for the day"""
Сбросить_выделенное;Clear selection
Нет_данных_для_создания_подопераций;No data for creating sub-operations
Подоперации_созданы;Sub-operations created
Бпла;UAV
Бпла_обзорный;UAV survey
Наземный;Land
Тип_осмотра;Type of inspection
Отчёт_для_минсельхозов;Report for the Ministry of Agriculture
Карта_осмотров;Inspections map
Копирование_выбранных_технологий;Copy selected technologies
Длительность_работы_двигателя;Engine running time
Мч;Mh
Проблемы;Problems
NDVI_и_загруженные_снимки;NDVI and loaded images
Отобразить_NDVI_и_загруженные_снимки;Display NDVI and loaded images
Округлять_фактический_расход_топлива;Round off actual fuel consumption
Учетные_и_путевые_листы;Registration and Waybills
Кварталы;Quarters
Агрохимическое_обследование_почвы;Agrochemical Soil Survey
Агрохимические_обследования_почвы;Agrochemical Soil Research
Загрузить_кварталы;Upload quarters
Добавить_агрохимическое_обследование_почвы;Add Agrochemical Soil Survey
Год_закладки;Laid out year
Добавить_показатель_в_обследование;Add a measure to a survey
Год_раскорчёвки;Uprooting year
Количество_деревьев;Amount trees
Количество_рядов;Amount tree rows
Паспорт_квартала;Quarter's passport
Номер_квартала;Quarter's number
Ряды;Tree's rows
Количество_плодов_на_1_растение;Count fruits per one tree
Масса_плода;Fruit weight
Номер_ряда;Number of tree's rows
В_подразделении_0_уже_есть_квартал_с_номером_1;The layer '{0}' already has a quarter with the number '{1}'
В_квартале_0_подразделения_1_уже есть_ряд_2;The quarter '{0}' of the layer '{1}' already has a row '{2}'
Садоводство;Gardening
Укажите_кластер;Specify the cluster
Укажите_культуру;Specify the crop
Отчет_по_осмотрам_с_фотографиями;Fitoanalises report with photos
Печать_отчёта;Print report
Агроном;Agronomist
Механик_бригадир;Mechanic foreman
Использовать_при_печати_в_путевом_листе;Use when printing in a waybill
Мед_работник;Medical worker
Путевой_лист_2021;Waybill 2021
Скачать_все_путевые_листы_2021;Download all waybills 2021
Настройки_отправки_отчётов;Report sending settings
Информация_о_настройке_отправки_отчёта;Information on setting up report sending
Время_отправки_отчёта;Time of sending the report
Период_за_который_нужно_формировать_отчёт_дней;Period for which you need to generate a report, days
Периодичность_отправки_дней;Frequency of sending, days
Почтовый_ящик_получателя;Recipient email
Формат_файла_выгрузки;Upload file format
Поиск_на_странице;Search on page
ImportHandler_unknown_column;Column?
ImportHandler_required_field;Value must be specified
ImportHandler_line_tml;Line{1} '{0}'
ImportHandler_conversion_error_tml;Value '{0}' can't be converted
ImportHandler_column_tml;Column{0}
Глубина_обработки_почвы;Tillage depth
ОГРН;OGRN
Юридический_адрес;Legal address
Источники_данных;Data sources
Url_авторизации;Authorization url
Источник_данных;Data source
Источник_данных_с_таким_типом_уже_существует;A data source of this type already exists
Установить_бригадный_способ;Install brigade way
Бригадный_процент;Brigade percentage
Информация_по_бригадному_проценту;The percentage indicated on the form is saved for trailers belonging to suboperations for which the brigade method is not indicated, and for those suboperations for which it is indicated, the percentage is calculated in the brigade method in accordance with the percentage specified in the suboperation
Произошла_ошибка_отображения_данных;Data display error has occurred
Изменить_агронома;Change agronomist
Изменить_механика;Change mechanic
Глубина;Depth
Пенетрометры;Penetrometers
Данные_с_датчиков;Sensor data
gps_координаты;GPS coordinates
Идентификатор_измерения;Measuring ID
Макс_глубина;Max. depth
Наконечник;Thimble
Номер_измерения;Measuring number
Критерий_раскраски;Coloring criteria
Арендатор;Tenant
м_с;m/s
Идентификатор_сенсора;Sensor ID
Ключ_сенсора;Sensor key
Ключ_апи;API key
Данные_пенетрометра_на_карте;Penetrometer data on the map
Цветовая_схема;Color scheme
GUID;GUID
Учетный_лист_узбекистан;Registration list Uzbekistan
Скачать_все_узбекистан;Download all Uzbekistan
Изменить_реквизиты;Change details
Не_изменять;Do not change
Сопоставить;Match
Запрет_просмотра_галереи;Disable Photo From Gallery
Более_1_года;More than 1 year
Более_3_лет;More than 3 years
Более_5_лет;More than 5 years
Более_10_лет;More than 10 years
Укажите_номер_терминала;Enter terminal number
Тип_значения;Value type
Ночная_смена_0_100;Night shift from 0% to 100%
Загрузить_опер_план;Upload op. plan
Данные_1С_весовая_реестр_убранных_участков;1C data weight (register of harvested field sections)
Дата_и_время;Date and time
Идентификатор_поля_из_1С;Field identifier from 1C
Идентификатор_ТС;Machine identifier
Загрузить_из_Excel;Download from Excel
Учитывать_данные_с_весовой_при_скрытии_работ_меньше_заданной_площади;Check weighings when hide small works
Скорость_ДО_не_должна_быть_меньше_скорости_ОТ;The work speed TO should not be less than the work speed FROM
Отчет_движение_ГСМ_за_период;"Report - ""Movement of fuels and lubricants for the period"" (Waybills from excel)"
Отчет_движение_ГСМ_за_период_Подсказка;"This report is generated based on the data uploaded to the system in the section ""Waybills from Excel"""
Прицеп_тракторный;Trailer of tractor
Прицепной_агрегат_тех.обслуживания;Trailed maintenance unit
Стогомёт;Haystop
За_сколько_месяцев_до_окончания_аренды_предупреждать;How many months before the end of the lease to warn
Отчет_по_ГСМ;Fuel report
Значение_должно_быть_от_1_до_2;Value must be between {1} and {2}
Месяц_уборки;Harvest month
Контроль_срока_аренды;Lease term control
Протеин;Protein
Сорность;Weediness
Дробление;Fragmentation
Фильтр_работ_по_рабочей_скорости;Speed work filter
Расширенный_с_урожайностью;Advanced with productivity
Отчет_урожайность_по_сортам;"Report ""Productivity by varieties"""
Расценка;Price
т_км;T*km
Пройденный_путь_с_грузом;Distance traveled with a load
Объем_перевозок;Traffic volume
Не_учитывать_погрешность_для_комбайнов;Dont use acuracy for Combine (ga)
По_выделенным;By selected
По_всем;For all
Идет_расчет_взаимных_перекрытий_по_выделенным_операциям;The calculation of overlapping for the selected operations is in progress
Отчет_по_заработной_плате_расширенный;Salary report (extended)
Отчет_выполненных_работ_с_планом_детальный;Report of processed work with plan (detailed)
Площадь_перекрытий_описание;the initial area of all overlaps before taking into account all errors and mutual intersections (with other techniques). That is, here is the area of only its own intersections.
Площадь_перекрытий_с_учетом_взаимных_пересечений;The area of overlap, taking into account mutual intersections
Площадь_перекрытий_с_учетом_взаимных_пересечений_описание;and this is the first one taking into account the intersection with another track / tracks.
Расширенный_отчет;Extended report
Типы_операции;Operation types
Загрузить_новую_геометрию_участка;Load new field section geometry
Произойдёт_изменение_внутренней_геометрии;The internal geometry will change. For example, you can add “islands” to the field. The field boundaries will not be affected. Changes will not affect the rest of the field data: entered operations, etc.
Произойдёт_изменение_всей_геометрии;All geometry will change. Can be used if you plan to increase or decrease the area of the field. Changes will not affect the rest of the field data: entered operations, etc.
Отчет_для_весовщика;Weigher report
Максимальный_промежуток_времени_от_окончания_выгрузки_из_бункера_до_взвешивания_в_часах;The maximum time interval from the end of unloading from the bunker to weighing (in hours)
Отчет_для_весовщика_Подсказка;This report is formed on the basis of data on unloading from the hopper of the loader
Реестр_приема_зерна_от_водителя_СП-8;Register of receiving grain from the driver. SP-8
Посев_с_внесением_удобрений;Sowing with fertilization
Опрыскивание;Spraying
Добавить_видео;Add a video
Видео;Videos
Фото;Photo
Включить_полив;Turn on watering
Полив_будет_включен;Watering will be enabled
Система_полива;Irrigation system
Изменение_внутренней_геометрии;Internal geometry changes
Объект_без_координат;Object without coordinates
Площадь_земельного_участка;Land area
Префикс;Prefix
Акты_списания_ТМЦ;Acts of inventories write-off
Накладные;Consignments
Материалы;Material
Накладная;Consignment
Склад_отправитель;Stock sender
Склад_получатель;Stock receiver
Номер_материала_накладной_должен_быть_уникален;The material number of consignment must be unique
Подразделение_комбайнёра;Layer (combine)
Площадь_без_обработки_;Area without treatment
Максимальная_скорость_техники_км_ч;Maximum vehicle speed (km/h)
отсутствуют_треки_за_последние_24_часа;there's no tracks for last 24 hours.
Тип_культуры_для_моделирования_севооборота;Type for crop rotation modelling
Моделирование_севооборота;Crop rotation modeling
Создать_запрос;New request
Отправлен;Sent
Результат;Result
Дата_отправки;Sent date
Получен_результат;Result recieved
Дата_получения_результата;Result recieved date
Сумма_процентов_должна_быть_равна_100;The amount of interest should be equal to 100
Отправить;Send
Получить_результат;Load result
Посмотреть_результат;Show result
Применить_результат;Apply result
Запрос_успешно_отправлен;The request was sent successfully
Результат_успешно_загружен;The result was uploaded successfully
Моделирование_ещё_не_завершено;The simulation is not yet complete
Запрос_на_моделирование;Request for modeling
Период_лет;Peroid (years)
Начало_моделирования;Modeling start
Создан;Created
Ошибка_при_отправке_запроса;Error when sending the request
Ошибка_при_получении_результата;Error when getting the result
Весовщик;Weigher
Выполнение_плана_из_техкарт;Execution of the plan from technical maps
Выполнение_работ_в_разрезе_техники;Performance of works in the context of technology
Выполненные_работы;Completed work
Выполненные_работы_с_планом;Completed work with the plan
Выполненные_работы_с_планом_детальный;Completed work with the plan (detailed)
Движение_ГСМ_за_период;The movement of fuels and lubricants for the period
Движение_на_складе;Movement in the warehouse
Заработная_плата;Salary
Зарплата_расширенный;Salary (extended)
Зарплата_универсальный;Salary (universal)
Индекс_НДВИ;NDVI index
Кадастры_с_арендой;Inventories with rent
Минсельхозы;Ministry of Agriculture
Мониторинг_работы_посевных_агрегатов;Seeding unit monitoring
Общая_загруженность_техники;The total workload of equipment
Оперативная_сводка;Operational summary
Оперативная_сводка_по_технике;Operational summary of equipment
Операции_за_выбранный_интервал_дат;Operations for the selected date interval
Осмотры_и_операции;Inspections and operations
Осмотры_с_фотографиями;Inspections with photos
План_факт;Plan fact
Плановый_расход_ресурсов;Planned resource consumption
Площадь_и_урожайность;Area and yield
Полевые_работы;Field work
Производственный_план_на_день;Production plan for the day
Работа_агрономов;The work of agronomists
Работа_машин_по_дням;Working machines by day
Работа_машин_по_операциям;Working machines by operations
Работа_машин_по_часам;Working machines by hour
Работа_по_технике;Technique work
Работа_сеялок;Seeder operation
Работа_техники_за_месяц;Equipment work in a month
Расход_сзр;Consumption of plant protection products
Расход_СЗР_удобрений_семян;Consumption of plant protection products for fertilizers seeds
Расход_топлива_за_период;Fuel consumption for the period
Расход_удобрений;Fertilizer consumption
Рейтинг_и_загруженность_механизаторов;Rating and workload of machine operators
Рейтинг_и_загруженность_техники;Rating and utilization of equipment
Сверка_заправки;Refueling reconciliation
Сверка_топлива;Fuel reconciliation
Свод_по_работам;Work summary
Сводка_полевых_работ;Field work summary
Сводка_полевых_работ_в_разрезе_механизаторов;Field work summary by machine operators
Севооборот_с_сортами;Crop rotation with varieties
Собранный_урожай_по_полям_за_день;Harvested in the fields in a day
Сорта_сезона;Season varieties
Стоимость_работ;Cost of work
Табель_учета_выполненных_работ;Worksheet of work performed
Текущий_расход_ресурсов;Current resource consumption
Ткм_на_уборке;T*km on cleaning
Урожайность_по_сортам;Productivity by varieties
Фактическая_и_рассчетная_площадь;Actual and calculated area
Производственные_отчеты;Production reports
Учет_работ;Work accounting
Движения_по_складу_заработная_плата;Warehouse movements, salary
Административные;Administrative
Процент_выполненной_работы;Work completion percentage
Ошибка_добавления_орудия;Error adding agricultural equipment
Не_указан_исполнитель;Executor not specified
Выгрузка_из_комбайнов_по_картам;"Report ""Unloading from harvesters by cards"""
Добавить_накладную_можно_только_при_выбранном_подразделении;You can add a consignment only for the selected layer
ц;c
Приготовление;Preparation
Раствор;Combination
Растворный_узел;Combination unit
Акт_списания;Write-off act
Добавить_накладную;Add consignment
Список_накладных;List of Consignments
Наблюдение;Observation
Автор;Author
Задачи_опыта;Experiment objectives
Цель_опыта;Experiment goal
Процент_заселённости_вредителями;% of infestation by pests
Процент_засорённости;% weed
Процент_здоровых_растений;% healthy plants
Процент_пораженных_растений;% of infected plants
Агрономический_опыт;Agronomic experience
Акт;Act
Осмотр;Fitoanalisis
Заключение;Conclusion
Заполнить_таблицу;Fill in the table
Распределить_по_подоперациям;Apply usage
Распределение_выполнено;Distribution is completed
Количество_ДВ;AS Quantity
Количество_СЗР;Pesticide quantity
Основная_информация;Main info
Механизированные_работы;Mechanized work
Эффективность;Effectiveness
Добавить_акт_списания_можно_только_при_выбранном_подразделении;You can add a write-off report only for the selected division
Добавить_документ;Add document
Документы;Documents
ТКМ;Ton-kilometers
Даты_подоперации;Suboperation dates
Якорная_точка;Anchor point
Долгота;Longitude
Широта;Latitude
Табель_учёта_рабочего_времени;Timesheet
Создать_кадастр;Create cadaster
Создать_поле;Create field
Сортировка;Sorting
Метеоданные;Meteorological data
Исходные_данные;Initial data
Ошибка_при_применении_результата;Error when applied the result
Результат_успешно_применён;The result was applied successfully
Процент;Percent
Батарея;Battery
Подразделение_владелец;Department owner
Без_подразделения;Without department
Плановый_валовый_сбор;Planned gross collection
пе_га;s.u./ha
Субарендатор;Subtenant
